A,Starter,gameid
Alisson,1,541844
Virgil van Dijk,1,541844
Joe Gomez,1,541844
Andy Robertson,1,541844
Trent Alexander-Arnold,1,541844
Fabinho,1,541844
Georginio Wijnaldum,1,541844
Jordan Henderson,1,541844
Roberto Firmino,1,541844
Divock Origi,1,541844
Mohamed Salah,1,541844
Adrián,0,541844
James Milner,0,541844
Sadio Mané,0,541844
Lukasz Fabianski,1,541843
Issa Diop,1,541843
Fabián Balbuena,1,541843
Aaron Cresswell,1,541843
Ryan Fredericks,1,541843
Manuel Lanzini,1,541843
Declan Rice,1,541843
Jack Wilshere,1,541843
Sébastian Haller,1,541843
Michail Antonio,1,541843
Felipe Anderson,1,541843
Robert Snodgrass,0,541843
Pablo Fornals,0,541843
Javier Hernández,0,541843
Aaron Ramsdale,1,541840
Steve Cook,1,541840
Nathan Aké,1,541840
Chris Mepham,1,541840
Jefferson Lerma,1,541840
Philip Billing,1,541840
Diego Rico,1,541840
Adam Smith,1,541840
Callum Wilson,1,541840
Ryan Fraser,1,541840
Joshua King,1,541840
Dominic Solanke,0,541840
Nick Pope,1,541841
Ben Mee,1,541841
James Tarkowski,1,541841
Erik Pieters,1,541841
Matthew Lowton,1,541841
Ashley Westwood,1,541841
Jack Cork,1,541841
Dwight McNeil,1,541841
Jóhann Gudmundsson,1,541841
Ashley Barnes,1,541841
Chris Wood,1,541841
Aaron Lennon,0,541841
Jay Rodriguez,0,541841
Vicente Guaita,1,541839
Scott Dann,1,541839
Martin Kelly,1,541839
Patrick van Aanholt,1,541839
Joel Ward,1,541839
Luka Milivojevic,1,541839
James McArthur,1,541839
Max Meyer,1,541839
Andros Townsend,1,541839
Jordan Ayew,1,541839
Christian Benteke,1,541839
Wilfried Zaha,0,541839
Connor Wickham,0,541839
Ben Foster,1,541838
Craig Cathcart,1,541838
Craig Dawson,1,541838
José Holebas,1,541838
Kiko,1,541838
Étienne Capoue,1,541838
Abdoulaye Doucouré,1,541838
Troy Deeney,1,541838
Andre Gray,1,541838
Gerard Deulofeu,1,541838
Will Hughes,1,541838
Issac Success,0,541838
Roberto Pereyra,0,541838
Hugo Lloris,1,541837
Davinson Sánchez,1,541837
Toby Alderweireld,1,541837
Danny Rose,1,541837
Kyle Walker-Peters,1,541837
Harry Kane,1,541837
Harry Winks,1,541837
Erik Lamela,1,541837
Moussa Sissoko,1,541837
Tanguy Ndombele,1,541837
Lucas Moura,1,541837
Christian Eriksen,0,541837
Georges-Kévin Nkoudou,0,541837
Oliver Skipp,0,541837
Kasper Schmeichel,1,541842
Çaglar Söyüncü,1,541842
Jonny Evans,1,541842
Wilfred Ndidi,1,541842
Ben Chilwell,1,541842
Ricardo Pereira,1,541842
Hamza Choudhury,1,541842
Youri Tielemans,1,541842
James Maddison,1,541842
Ayoze Pérez,1,541842
Jamie Vardy,1,541842
Harvey Barnes,0,541842
Marc Albrighton,0,541842
Martin Dubravka,1,541836
Jamaal Lascelles,1,541836
Paul Dummett,1,541836
Fabian Schär,1,541836
Sean Longstaff,1,541836
Isaac Hayden,1,541836
Jonjo Shelvey,1,541836
Matt Ritchie,1,541836
Javier Manquillo,1,541836
Joelinton,1,541836
Miguel Almirón,1,541836
Allan Saint-Maximin,0,541836
Jetro Willems,0,541836
David de Gea,1,541835
Harry Maguire,1,541835
Victor Lindelöf,1,541835
Luke Shaw,1,541835
Aaron Wan-Bissaka,1,541835
Andreas Pereira,1,541835
Scott McTominay,1,541835
Paul Pogba,1,541835
Anthony Martial,1,541835
Marcus Rashford,1,541835
Jesse Lingard,1,541835
Daniel James,0,541835
Mason Greenwood,0,541835
Juan Mata,0,541835
Bernd Leno,1,541826
David Luiz,1,541826
Sokratis Papastathopoulos,1,541826
Nacho Monreal,1,541826
Ainsley Maitland-Niles,1,541826
Dani Ceballos,1,541826
Matteo Guendouzi,1,541826
Joseph Willock,1,541826
Alexandre Lacazette,1,541826
Reiss Nelson,1,541826
Pierre-Emerick Aubameyang,1,541826
Lucas Torreira,0,541826
Sead Kolasinac,0,541826
Nicolas Pépé,0,541826
Tom Heaton,1,541825
Tyrone Mings,1,541825
Björn Engels,1,541825
Neil Taylor,1,541825
Ahmed El Mohamady,1,541825
Douglas Luiz,1,541825
Jack Grealish,1,541825
John McGinn,1,541825
Wesley,1,541825
Anwar El-Ghazi,1,541825
Trézéguet,1,541825
Jota,0,541825
Keinan Davis,0,541825
Mathew Ryan,1,541834
Lewis Dunk,1,541834
Dan Burn,1,541834
Shane Duffy,1,541834
Dale Stephens,1,541834
Davy Pröpper,1,541834
Solly March,1,541834
Martín Montoya,1,541834
Glenn Murray,1,541834
Leandro Trossard,1,541834
Pascal Gross,1,541834
Florin Andone,0,541834
Aaron Mooy,0,541834
Neal Maupay,0,541834
Jordan Pickford,1,541833
Yerry Mina,1,541833
Michael Keane,1,541833
Lucas Digne,1,541833
Seamus Coleman,1,541833
Gylfi Sigurdsson,1,541833
André Gomes,1,541833
Jean-Philippe Gbamin,1,541833
Dominic Calvert-Lewin,1,541833
Bernard,1,541833
Richarlison,1,541833
Mason Holgate,0,541833
Moise Kean,0,541833
Theo Walcott,0,541833
Tim Krul,1,541831
Ben Godfrey,1,541831
Grant Hanley,1,541831
Jamal Lewis,1,541831
Max Aarons,1,541831
Marco Stiepermann,1,541831
Moritz Leitner,1,541831
Tom Trybull,1,541831
Teemu Pukki,1,541831
Emiliano Buendía,1,541831
Todd Cantwell,1,541831
Sam Byram,0,541831
Mario Vrancic,0,541831
Alexander Tettey,0,541831
Angus Gunn,1,541829
Maya Yoshida,1,541829
Jannik Vestergaard,1,541829
Jan Bednarek,1,541829
Pierre-Emile Højbjerg,1,541829
James Ward-Prowse,1,541829
Oriol Romeu,1,541829
Ryan Bertrand,1,541829
Yan Valery,1,541829
Nathan Redmond,1,541829
Che Adams,1,541829
Danny Ings,0,541829
Moussa Djenepo,0,541829
Stuart Armstrong,0,541829
Ederson,1,541832
Aymeric Laporte,1,541832
Nicolás Otamendi,1,541832
Oleksandr Zinchenko,1,541832
Kyle Walker,1,541832
Kevin De Bruyne,1,541832
Ilkay Gündogan,1,541832
Rodri,1,541832
Sergio Agüero,1,541832
Raheem Sterling,1,541832
Bernardo Silva,1,541832
David Silva,0,541832
Gabriel Jesus,0,541832
Riyad Mahrez,0,541832
Dean Henderson,1,541827
John Egan,1,541827
Jack O'Connell,1,541827
Chris Basham,1,541827
John Fleck,1,541827
John Lundstram,1,541827
Oliver Norwood,1,541827
Enda Stevens,1,541827
George Baldock,1,541827
Callum Robinson,1,541827
David McGoldrick,1,541827
Luke Freeman,0,541827
Oliver McBurnie,0,541827
Phil Jagielka,0,541827
Kepa Arrizabalaga,1,541828
Kurt Zouma,1,541828
Andreas Christensen,1,541828
Emerson Palmieri,1,541828
César Azpilicueta,1,541828
Jorginho,1,541828
Mason Mount,1,541828
N'Golo Kanté,1,541828
Olivier Giroud,1,541828
Christian Pulisic,1,541828
Pedro,1,541828
Mateo Kovacic,0,541828
Tammy Abraham,0,541828
Willian,0,541828
Rui Patrício,1,541830
Conor Coady,1,541830
Willy Boly,1,541830
Ryan Bennett,1,541830
João Moutinho,1,541830
Leander Dendoncker,1,541830
Rúben Neves,1,541830
Jonny,1,541830
Matthew Doherty,1,541830
Diogo Jota,1,541830
Raúl Jiménez,1,541830
Adama Traoré,0,541830
Pedro Neto,0,541830
Patrick Cutrone,0,541830
Tom Heaton,1,541819
Tyrone Mings,1,541819
Björn Engels,1,541819
Douglas Luiz,1,541819
Neil Taylor,1,541819
Frédéric Guilbert,1,541819
Jack Grealish,1,541819
John McGinn,1,541819
Trézéguet,1,541819
Jota,1,541819
Wesley,1,541819
Ahmed El Mohamady,0,541819
Anwar El-Ghazi,0,541819
Tim Krul,1,541817
Ben Godfrey,1,541817
Grant Hanley,1,541817
Jamal Lewis,1,541817
Max Aarons,1,541817
Marco Stiepermann,1,541817
Tom Trybull,1,541817
Moritz Leitner,1,541817
Teemu Pukki,1,541817
Todd Cantwell,1,541817
Emiliano Buendía,1,541817
Dennis Srbeny,0,541817
Mario Vrancic,0,541817
Kenny McLean,0,541817
Mathew Ryan,1,541823
Lewis Dunk,1,541823
Dan Burn,1,541823
Shane Duffy,1,541823
Davy Pröpper,1,541823
Dale Stephens,1,541823
Solly March,1,541823
Martín Montoya,1,541823
Florin Andone,1,541823
Leandro Trossard,1,541823
Neal Maupay,1,541823
Pascal Gross,0,541823
Jürgen Locadia,0,541823
Glenn Murray,0,541823
David de Gea,1,541818
Harry Maguire,1,541818
Victor Lindelöf,1,541818
Luke Shaw,1,541818
Aaron Wan-Bissaka,1,541818
Jesse Lingard,1,541818
Scott McTominay,1,541818
Paul Pogba,1,541818
Anthony Martial,1,541818
Marcus Rashford,1,541818
Daniel James,1,541818
Ashley Young,0,541818
Mason Greenwood,0,541818
Juan Mata,0,541818
Dean Henderson,1,541820
John Egan,1,541820
Jack O'Connell,1,541820
Chris Basham,1,541820
Luke Freeman,1,541820
John Lundstram,1,541820
Oliver Norwood,1,541820
Enda Stevens,1,541820
George Baldock,1,541820
Callum Robinson,1,541820
David McGoldrick,1,541820
Ravel Morrison,0,541820
Billy Sharp,0,541820
Oliver McBurnie,0,541820
Ben Foster,1,541824
Craig Cathcart,1,541824
Craig Dawson,1,541824
Étienne Capoue,1,541824
José Holebas,1,541824
Kiko,1,541824
Tom Cleverley,1,541824
Abdoulaye Doucouré,1,541824
Will Hughes,1,541824
Gerard Deulofeu,1,541824
Andre Gray,1,541824
Domingos Quina,0,541824
Ismaïla Sarr,0,541824
Danny Welbeck,0,541824
Adrián,1,541815
Virgil van Dijk,1,541815
Joël Matip,1,541815
Andy Robertson,1,541815
Trent Alexander-Arnold,1,541815
Fabinho,1,541815
Georginio Wijnaldum,1,541815
Jordan Henderson,1,541815
Roberto Firmino,1,541815
Sadio Mané,1,541815
Mohamed Salah,1,541815
James Milner,0,541815
Adam Lallana,0,541815
Alex Oxlade-Chamberlain,0,541815
Aaron Ramsdale,1,541821
Steve Cook,1,541821
Nathan Aké,1,541821
Chris Mepham,1,541821
Charlie Daniels,1,541821
Adam Smith,1,541821
Philip Billing,1,541821
Jefferson Lerma,1,541821
Ryan Fraser,1,541821
Joshua King,1,541821
Callum Wilson,1,541821
Harry Wilson,0,541821
Jordon Ibe,0,541821
Dominic Solanke,0,541821
Hugo Lloris,1,541822
Davinson Sánchez,1,541822
Toby Alderweireld,1,541822
Danny Rose,1,541822
Kyle Walker-Peters,1,541822
Erik Lamela,1,541822
Harry Winks,1,541822
Moussa Sissoko,1,541822
Harry Kane,1,541822
Son Heung-Min,1,541822
Lucas Moura,1,541822
Ben Davies,0,541822
Christian Eriksen,0,541822
Giovani Lo Celso,0,541822
Rui Patrício,1,541816
Conor Coady,1,541816
Willy Boly,1,541816
Ryan Bennett,1,541816
João Moutinho,1,541816
Morgan Gibbs-White,1,541816
Rúben Neves,1,541816
Jonny,1,541816
Matthew Doherty,1,541816
Diogo Jota,1,541816
Raúl Jiménez,1,541816
Leander Dendoncker,0,541816
Pedro Neto,0,541816
Adama Traoré,0,541816
Angus Gunn,1,541809
Jannik Vestergaard,1,541809
Jan Bednarek,1,541809
Kevin Danso,1,541809
Cédric Soares,1,541809
Pierre-Emile Højbjerg,1,541809
Oriol Romeu,1,541809
Danny Ings,1,541809
Che Adams,1,541809
Sofiane Boufal,1,541809
James Ward-Prowse,1,541809
Maya Yoshida,0,541809
Shane Long,0,541809
Stuart Armstrong,0,541809
Kepa Arrizabalaga,1,541811
Kurt Zouma,1,541811
Fikayo Tomori,1,541811
Emerson Palmieri,1,541811
César Azpilicueta,1,541811
Jorginho,1,541811
Mateo Kovacic,1,541811
Ross Barkley,1,541811
Tammy Abraham,1,541811
Mason Mount,1,541811
Christian Pulisic,1,541811
Michy Batshuayi,0,541811
Willian,0,541811
Billy Gilmour,0,541811
Vicente Guaita,1,541805
Gary Cahill,1,541805
Martin Kelly,1,541805
Patrick van Aanholt,1,541805
Joel Ward,1,541805
Luka Milivojevic,1,541805
Cheikhou Kouyaté,1,541805
James McArthur,1,541805
Jordan Ayew,1,541805
Jeff Schlupp,1,541805
Wilfried Zaha,1,541805
Mamadou Sakho,0,541805
Christian Benteke,0,541805
Andros Townsend,0,541805
Kasper Schmeichel,1,541806
Çaglar Söyüncü,1,541806
Jonny Evans,1,541806
Wilfred Ndidi,1,541806
Ben Chilwell,1,541806
Ricardo Pereira,1,541806
James Maddison,1,541806
Youri Tielemans,1,541806
Harvey Barnes,1,541806
Marc Albrighton,1,541806
Jamie Vardy,1,541806
Christian Fuchs,0,541806
Hamza Choudhury,0,541806
Demarai Gray,0,541806
Ederson,1,541807
Aymeric Laporte,1,541807
Nicolás Otamendi,1,541807
Oleksandr Zinchenko,1,541807
Kyle Walker,1,541807
Rodri,1,541807
David Silva,1,541807
Kevin De Bruyne,1,541807
Sergio Agüero,1,541807
Raheem Sterling,1,541807
Riyad Mahrez,1,541807
Fernandinho,0,541807
Bernardo Silva,0,541807
Ilkay Gündogan,0,541807
Martin Dubravka,1,541813
Jamaal Lascelles,1,541813
Paul Dummett,1,541813
Fabian Schär,1,541813
Jetro Willems,1,541813
Emil Krafth,1,541813
Sean Longstaff,1,541813
Isaac Hayden,1,541813
Christian Atsu,1,541813
Miguel Almirón,1,541813
Joelinton,1,541813
Federico Fernández,0,541813
Javier Manquillo,0,541813
Yoshinori Muto,0,541813
Lukasz Fabianski,1,541810
Angelo Ogbonna,1,541810
Issa Diop,1,541810
Declan Rice,1,541810
Arthur Masuaku,1,541810
Ryan Fredericks,1,541810
Manuel Lanzini,1,541810
Mark Noble,1,541810
Felipe Anderson,1,541810
Andriy Yarmolenko,1,541810
Sébastian Haller,1,541810
Carlos Sánchez,0,541810
Pablo Fornals,0,541810
Robert Snodgrass,0,541810
Nick Pope,1,541808
Ben Mee,1,541808
James Tarkowski,1,541808
Erik Pieters,1,541808
Matthew Lowton,1,541808
Jack Cork,1,541808
Ashley Westwood,1,541808
Dwight McNeil,1,541808
Aaron Lennon,1,541808
Chris Wood,1,541808
Ashley Barnes,1,541808
Jay Rodriguez,0,541808
Jordan Pickford,1,541814
Yerry Mina,1,541814
Michael Keane,1,541814
Lucas Digne,1,541814
Seamus Coleman,1,541814
Gylfi Sigurdsson,1,541814
Fabian Delph,1,541814
André Gomes,1,541814
Moise Kean,1,541814
Alex Iwobi,1,541814
Richarlison,1,541814
Dominic Calvert-Lewin,0,541814
Bernard,0,541814
Bernd Leno,1,541812
David Luiz,1,541812
Sokratis Papastathopoulos,1,541812
Sead Kolasinac,1,541812
Ainsley Maitland-Niles,1,541812
Granit Xhaka,1,541812
Matteo Guendouzi,1,541812
Lucas Torreira,1,541812
Alexandre Lacazette,1,541812
Pierre-Emerick Aubameyang,1,541812
Nicolas Pépé,1,541812
Dani Ceballos,0,541812
Henrikh Mkhitaryan,0,541812
Adrián,1,541802
Virgil van Dijk,1,541802
Joël Matip,1,541802
Andy Robertson,1,541802
Trent Alexander-Arnold,1,541802
Fabinho,1,541802
Georginio Wijnaldum,1,541802
Alex Oxlade-Chamberlain,1,541802
Sadio Mané,1,541802
Divock Origi,1,541802
Mohamed Salah,1,541802
Xherdan Shaqiri,0,541802
James Milner,0,541802
Roberto Firmino,0,541802
Mathew Ryan,1,541796
Lewis Dunk,1,541796
Adam Webster,1,541796
Shane Duffy,1,541796
Davy Pröpper,1,541796
Dale Stephens,1,541796
Dan Burn,1,541796
Solly March,1,541796
Neal Maupay,1,541796
Glenn Murray,1,541796
Pascal Gross,1,541796
Gaëtan Bong,0,541796
Aaron Connolly,0,541796
Aaron Mooy,0,541796
David de Gea,1,541800
Harry Maguire,1,541800
Victor Lindelöf,1,541800
Ashley Young,1,541800
Aaron Wan-Bissaka,1,541800
Juan Mata,1,541800
Nemanja Matic,1,541800
Scott McTominay,1,541800
Marcus Rashford,1,541800
Daniel James,1,541800
Andreas Pereira,1,541800
Tahith Chong,0,541800
Fred,0,541800
Axel Tuanzebe,0,541800
Dean Henderson,1,541803
John Egan,1,541803
Jack O'Connell,1,541803
Chris Basham,1,541803
John Fleck,1,541803
John Lundstram,1,541803
Oliver Norwood,1,541803
Enda Stevens,1,541803
George Baldock,1,541803
Oliver McBurnie,1,541803
David McGoldrick,1,541803
Callum Robinson,0,541803
Lys Mousset,0,541803
Billy Sharp,0,541803
Hugo Lloris,1,541798
Jan Vertonghen,1,541798
Toby Alderweireld,1,541798
Danny Rose,1,541798
Serge Aurier,1,541798
Harry Winks,1,541798
Moussa Sissoko,1,541798
Harry Kane,1,541798
Son Heung-Min,1,541798
Christian Eriksen,1,541798
Erik Lamela,1,541798
Ben Davies,0,541798
Tanguy Ndombele,0,541798
Lucas Moura,0,541798
Rui Patrício,1,541797
Conor Coady,1,541797
Romain Saïss,1,541797
Jesús Vallejo,1,541797
João Moutinho,1,541797
Leander Dendoncker,1,541797
Rúben Neves,1,541797
Jonny,1,541797
Adama Traoré,1,541797
Diogo Jota,1,541797
Raúl Jiménez,1,541797
Patrick Cutrone,0,541797
Matthew Doherty,0,541797
Morgan Gibbs-White,0,541797
Tim Krul,1,541801
Ben Godfrey,1,541801
Ibrahim Amadou,1,541801
Jamal Lewis,1,541801
Sam Byram,1,541801
Marco Stiepermann,1,541801
Kenny McLean,1,541801
Alexander Tettey,1,541801
Teemu Pukki,1,541801
Todd Cantwell,1,541801
Emiliano Buendía,1,541801
Dennis Srbeny,0,541801
Josip Drmic,0,541801
Aaron Ramsdale,1,541799
Nathan Aké,1,541799
Steve Cook,1,541799
Diego Rico,1,541799
Jack Stacey,1,541799
Lewis Cook,1,541799
Philip Billing,1,541799
Joshua King,1,541799
Harry Wilson,1,541799
Callum Wilson,1,541799
Dominic Solanke,1,541799
Chris Mepham,0,541799
Jefferson Lerma,0,541799
Ryan Fraser,0,541799
Ben Foster,1,541795
Christian Kabasele,1,541795
Craig Dawson,1,541795
José Holebas,1,541795
Kiko,1,541795
Tom Cleverley,1,541795
Étienne Capoue,1,541795
Abdoulaye Doucouré,1,541795
Andre Gray,1,541795
Gerard Deulofeu,1,541795
Will Hughes,1,541795
Daryl Janmaat,0,541795
Ismaïla Sarr,0,541795
Roberto Pereyra,0,541795
Tom Heaton,1,541804
Tyrone Mings,1,541804
Björn Engels,1,541804
Neil Taylor,1,541804
Frédéric Guilbert,1,541804
Marvelous Nakamba,1,541804
Jack Grealish,1,541804
John McGinn,1,541804
Wesley,1,541804
Anwar El-Ghazi,1,541804
Jota,1,541804
Keinan Davis,0,541804
Douglas Luiz,0,541804
Ahmed El Mohamady,0,541804
Angus Gunn,1,541786
Jannik Vestergaard,1,541786
Jan Bednarek,1,541786
Cédric Soares,1,541786
Kevin Danso,1,541786
Pierre-Emile Højbjerg,1,541786
Oriol Romeu,1,541786
Che Adams,1,541786
Nathan Redmond,1,541786
Sofiane Boufal,1,541786
James Ward-Prowse,1,541786
Ryan Bertrand,0,541786
Danny Ings,0,541786
Stuart Armstrong,0,541786
Kasper Schmeichel,1,541792
Çaglar Söyüncü,1,541792
Jonny Evans,1,541792
Wilfred Ndidi,1,541792
Ben Chilwell,1,541792
Ricardo Pereira,1,541792
James Maddison,1,541792
Youri Tielemans,1,541792
Harvey Barnes,1,541792
Ayoze Pérez,1,541792
Jamie Vardy,1,541792
Hamza Choudhury,0,541792
Demarai Gray,0,541792
Dennis Praet,0,541792
Nick Pope,1,541790
Ben Mee,1,541790
James Tarkowski,1,541790
Erik Pieters,1,541790
Matthew Lowton,1,541790
Jack Cork,1,541790
Ashley Westwood,1,541790
Dwight McNeil,1,541790
Jeff Hendrick,1,541790
Chris Wood,1,541790
Ashley Barnes,1,541790
Aaron Lennon,0,541790
Robbie Brady,0,541790
Jay Rodriguez,0,541790
Jordan Pickford,1,541791
Yerry Mina,1,541791
Michael Keane,1,541791
Lucas Digne,1,541791
Seamus Coleman,1,541791
Gylfi Sigurdsson,1,541791
Fabian Delph,1,541791
Morgan Schneiderlin,1,541791
Moise Kean,1,541791
Bernard,1,541791
Richarlison,1,541791
Theo Walcott,0,541791
Alex Iwobi,0,541791
Cenk Tosun,0,541791
Ederson,1,541793
Fernandinho,1,541793
Nicolás Otamendi,1,541793
Benjamin Mendy,1,541793
Kyle Walker,1,541793
Rodri,1,541793
David Silva,1,541793
Kevin De Bruyne,1,541793
Sergio Agüero,1,541793
Bernardo Silva,1,541793
Riyad Mahrez,1,541793
Eric García,0,541793
Angeliño,0,541793
João Cancelo,0,541793
Martin Dubravka,1,541787
Jamaal Lascelles,1,541787
Paul Dummett,1,541787
Fabian Schär,1,541787
Jetro Willems,1,541787
Javier Manquillo,1,541787
Jonjo Shelvey,1,541787
Isaac Hayden,1,541787
Christian Atsu,1,541787
Miguel Almirón,1,541787
Joelinton,1,541787
Andy Carroll,0,541787
Ki Sung-Yueng,0,541787
Allan Saint-Maximin,0,541787
Vicente Guaita,1,541794
Mamadou Sakho,1,541794
Gary Cahill,1,541794
Patrick van Aanholt,1,541794
Joel Ward,1,541794
Cheikhou Kouyaté,1,541794
James McArthur,1,541794
Luka Milivojevic,1,541794
Jeff Schlupp,1,541794
Wilfried Zaha,1,541794
Jordan Ayew,1,541794
James McCarthy,0,541794
Christian Benteke,0,541794
Lukasz Fabianski,1,541789
Angelo Ogbonna,1,541789
Issa Diop,1,541789
Declan Rice,1,541789
Aaron Cresswell,1,541789
Ryan Fredericks,1,541789
Pablo Fornals,1,541789
Mark Noble,1,541789
Felipe Anderson,1,541789
Andriy Yarmolenko,1,541789
Sébastian Haller,1,541789
Pablo Zabaleta,0,541789
Jack Wilshere,0,541789
Robert Snodgrass,0,541789
Bernd Leno,1,541785
David Luiz,1,541785
Sokratis Papastathopoulos,1,541785
Sead Kolasinac,1,541785
Ainsley Maitland-Niles,1,541785
Dani Ceballos,1,541785
Granit Xhaka,1,541785
Matteo Guendouzi,1,541785
Pierre-Emerick Aubameyang,1,541785
Bukayo Saka,1,541785
Nicolas Pépé,1,541785
Lucas Torreira,0,541785
Joseph Willock,0,541785
Calum Chambers,0,541785
Kepa Arrizabalaga,1,541788
Fikayo Tomori,1,541788
Andreas Christensen,1,541788
Emerson Palmieri,1,541788
César Azpilicueta,1,541788
Jorginho,1,541788
Mateo Kovacic,1,541788
N'Golo Kanté,1,541788
Tammy Abraham,1,541788
Mason Mount,1,541788
Willian,1,541788
Kurt Zouma,0,541788
Marcos Alonso,0,541788
Michy Batshuayi,0,541788
Dean Henderson,1,541778
John Egan,1,541778
Jack O'Connell,1,541778
Chris Basham,1,541778
John Fleck,1,541778
John Lundstram,1,541778
Oliver Norwood,1,541778
Enda Stevens,1,541778
George Baldock,1,541778
Oliver McBurnie,1,541778
Callum Robinson,1,541778
Leon Clarke,0,541778
Lys Mousset,0,541778
Aaron Ramsdale,1,541784
Nathan Aké,1,541784
Steve Cook,1,541784
Diego Rico,1,541784
Jack Stacey,1,541784
Jefferson Lerma,1,541784
Philip Billing,1,541784
Joshua King,1,541784
Harry Wilson,1,541784
Dominic Solanke,1,541784
Callum Wilson,1,541784
Lewis Cook,0,541784
Simon Francis,0,541784
Arnaut Danjuma,0,541784
Tom Heaton,1,541777
Tyrone Mings,1,541777
Björn Engels,1,541777
Matt Targett,1,541777
Frédéric Guilbert,1,541777
Marvelous Nakamba,1,541777
Conor Hourihane,1,541777
John McGinn,1,541777
Wesley,1,541777
Jack Grealish,1,541777
Anwar El-Ghazi,1,541777
Neil Taylor,0,541777
Keinan Davis,0,541777
Trézéguet,0,541777
Kepa Arrizabalaga,1,541776
Fikayo Tomori,1,541776
Andreas Christensen,1,541776
Marcos Alonso,1,541776
César Azpilicueta,1,541776
Jorginho,1,541776
Mason Mount,1,541776
Ross Barkley,1,541776
Tammy Abraham,1,541776
Willian,1,541776
Pedro,1,541776
Mateo Kovacic,0,541776
Michy Batshuayi,0,541776
Callum Hudson-Odoi,0,541776
Vicente Guaita,1,541781
Gary Cahill,1,541781
Martin Kelly,1,541781
Patrick van Aanholt,1,541781
Joel Ward,1,541781
Cheikhou Kouyaté,1,541781
James McArthur,1,541781
Luka Milivojevic,1,541781
Jeff Schlupp,1,541781
Wilfried Zaha,1,541781
Jordan Ayew,1,541781
Andros Townsend,0,541781
James McCarthy,0,541781
Max Meyer,0,541781
Hugo Lloris,1,541782
Jan Vertonghen,1,541782
Toby Alderweireld,1,541782
Danny Rose,1,541782
Serge Aurier,1,541782
Christian Eriksen,1,541782
Tanguy Ndombele,1,541782
Harry Winks,1,541782
Harry Kane,1,541782
Son Heung-Min,1,541782
Moussa Sissoko,1,541782
Eric Dier,0,541782
Victor Wanyama,0,541782
Erik Lamela,0,541782
Rui Patrício,1,541783
Conor Coady,1,541783
Romain Saïss,1,541783
Willy Boly,1,541783
João Moutinho,1,541783
Leander Dendoncker,1,541783
Jonny,1,541783
Matthew Doherty,1,541783
Raúl Jiménez,1,541783
Pedro Neto,1,541783
Adama Traoré,1,541783
Patrick Cutrone,0,541783
Morgan Gibbs-White,0,541783
Rúben Neves,0,541783
Jordan Pickford,1,541779
Yerry Mina,1,541779
Michael Keane,1,541779
Lucas Digne,1,541779
Seamus Coleman,1,541779
Gylfi Sigurdsson,1,541779
Fabian Delph,1,541779
Morgan Schneiderlin,1,541779
Dominic Calvert-Lewin,1,541779
Richarlison,1,541779
Theo Walcott,1,541779
Tom Davies,0,541779
Alex Iwobi,0,541779
Kasper Schmeichel,1,541780
Çaglar Söyüncü,1,541780
Jonny Evans,1,541780
Wilfred Ndidi,1,541780
Ben Chilwell,1,541780
Ricardo Pereira,1,541780
Youri Tielemans,1,541780
Dennis Praet,1,541780
Harvey Barnes,1,541780
Ayoze Pérez,1,541780
Jamie Vardy,1,541780
Hamza Choudhury,0,541780
Marc Albrighton,0,541780
Demarai Gray,0,541780
David de Gea,1,541775
Harry Maguire,1,541775
Victor Lindelöf,1,541775
Axel Tuanzebe,1,541775
Ashley Young,1,541775
Jesse Lingard,1,541775
Paul Pogba,1,541775
Scott McTominay,1,541775
Marcus Rashford,1,541775
Daniel James,1,541775
Andreas Pereira,1,541775
Fred,0,541775
Mason Greenwood,0,541775
Mathew Ryan,1,541773
Lewis Dunk,1,541773
Adam Webster,1,541773
Dan Burn,1,541773
Martín Montoya,1,541773
Dale Stephens,1,541773
Steven Alzate,1,541773
Aaron Mooy,1,541773
Pascal Gross,1,541773
Aaron Connolly,1,541773
Neal Maupay,1,541773
Glenn Murray,0,541773
Gaëtan Bong,0,541773
Yves Bissouma,0,541773
Nick Pope,1,541769
Ben Mee,1,541769
James Tarkowski,1,541769
Erik Pieters,1,541769
Matthew Lowton,1,541769
Ashley Westwood,1,541769
Jeff Hendrick,1,541769
Dwight McNeil,1,541769
Jóhann Gudmundsson,1,541769
Ashley Barnes,1,541769
Chris Wood,1,541769
Charlie Taylor,0,541769
Aaron Lennon,0,541769
Jay Rodriguez,0,541769
Adrián,1,541770
Virgil van Dijk,1,541770
Dejan Lovren,1,541770
Andy Robertson,1,541770
Trent Alexander-Arnold,1,541770
Fabinho,1,541770
James Milner,1,541770
Georginio Wijnaldum,1,541770
Mohamed Salah,1,541770
Roberto Firmino,1,541770
Sadio Mané,1,541770
Jordan Henderson,0,541770
Adam Lallana,0,541770
Divock Origi,0,541770
Michael McGovern,1,541765
Ben Godfrey,1,541765
Ibrahim Amadou,1,541765
Jamal Lewis,1,541765
Max Aarons,1,541765
Marco Stiepermann,1,541765
Kenny McLean,1,541765
Moritz Leitner,1,541765
Teemu Pukki,1,541765
Todd Cantwell,1,541765
Emiliano Buendía,1,541765
Patrick Roberts,0,541765
Josip Drmic,0,541765
Dennis Srbeny,0,541765
Ben Foster,1,541772
Sebastian Prödl,1,541772
Christian Kabasele,1,541772
Craig Cathcart,1,541772
José Holebas,1,541772
