A,Starter,gameid
Ederson,-1,541679
Fernandinho,-1,541679
Nicolás Otamendi,-1,541679
Benjamin Mendy,-1,541679
Kyle Walker,-1,541679
Kevin De Bruyne,-1,541679
Ilkay Gündogan,-1,541679
Rodri,-1,541679
Gabriel Jesus,-1,541679
Phil Foden,-1,541679
Raheem Sterling,-1,541679
Oleksandr Zinchenko,0,541679
Riyad Mahrez,0,541679
Bernardo Silva,0,541679
Mathew Ryan,-1,541677
Lewis Dunk,-1,541677
Adam Webster,-1,541677
Dan Burn,-1,541677
Martín Montoya,-1,541677
Pascal Gross,-1,541677
Davy Pröpper,-1,541677
Yves Bissouma,-1,541677
Neal Maupay,-1,541677
Leandro Trossard,-1,541677
Aaron Mooy,-1,541677
Bernardo,0,541677
Shane Duffy,0,541677
Steven Alzate,0,541677
Bernd Leno,-1,541665
David Luiz,-1,541665
Calum Chambers,-1,541665
Bukayo Saka,-1,541665
Ainsley Maitland-Niles,-1,541665
Emile Smith Rowe,-1,541665
Lucas Torreira,-1,541665
Granit Xhaka,-1,541665
Pierre-Emerick Aubameyang,-1,541665
Gabriel Martinelli,-1,541665
Reiss Nelson,-1,541665
Joseph Willock,0,541665
Alexandre Lacazette,0,541665
Nick Pope,-1,541666
Ben Mee,-1,541666
James Tarkowski,-1,541666
Charlie Taylor,-1,541666
Phillip Bardsley,-1,541666
Jack Cork,-1,541666
Ashley Westwood,-1,541666
Dwight McNeil,-1,541666
Jeff Hendrick,-1,541666
Ashley Barnes,-1,541666
Chris Wood,-1,541666
Robbie Brady,0,541666
Aaron Lennon,0,541666
Jay Rodriguez,0,541666
Alex McCarthy,-1,541673
Jan Bednarek,-1,541673
Jack Stephens,-1,541673
Ryan Bertrand,-1,541673
Cédric Soares,-1,541673
Pierre-Emile Højbjerg,-1,541673
James Ward-Prowse,-1,541673
Nathan Redmond,-1,541673
Stuart Armstrong,-1,541673
Danny Ings,-1,541673
Shane Long,-1,541673
Oriol Romeu,0,541673
Che Adams,0,541673
Michael Obafemi,0,541673
Dean Henderson,-1,541672
John Egan,-1,541672
Jack O'Connell,-1,541672
Chris Basham,-1,541672
Luke Freeman,-1,541672
John Lundstram,-1,541672
Oliver Norwood,-1,541672
Enda Stevens,-1,541672
George Baldock,-1,541672
David McGoldrick,-1,541672
Oliver McBurnie,-1,541672
Ben Osborn,0,541672
Muhamed Besic,0,541672
Lys Mousset,0,541672
Vicente Guaita,-1,541668
Cheikhou Kouyaté,-1,541668
James Tomkins,-1,541668
Patrick van Aanholt,-1,541668
Martin Kelly,-1,541668
Luka Milivojevic,-1,541668
James McArthur,-1,541668
James McCarthy,-1,541668
Christian Benteke,-1,541668
Wilfried Zaha,-1,541668
Jordan Ayew,-1,541668
Max Meyer,0,541668
Rui Patrício,-1,541674
Conor Coady,-1,541674
Romain Saïss,-1,541674
Leander Dendoncker,-1,541674
João Moutinho,-1,541674
Rúben Neves,-1,541674
Jonny,-1,541674
Matthew Doherty,-1,541674
Raúl Jiménez,-1,541674
Diogo Jota,-1,541674
Adama Traoré,-1,541674
Patrick Cutrone,0,541674
Pedro Neto,0,541674
Kasper Schmeichel,-1,541669
Çaglar Söyüncü,-1,541669
Jonny Evans,-1,541669
Wilfred Ndidi,-1,541669
Ben Chilwell,-1,541669
Ricardo Pereira,-1,541669
James Maddison,-1,541669
Youri Tielemans,-1,541669
Harvey Barnes,-1,541669
Ayoze Pérez,-1,541669
Jamie Vardy,-1,541669
Dennis Praet,0,541669
Marc Albrighton,0,541669
Demarai Gray,0,541669
David de Gea,-1,541671
Harry Maguire,-1,541671
Victor Lindelöf,-1,541671
Luke Shaw,-1,541671
Aaron Wan-Bissaka,-1,541671
Jesse Lingard,-1,541671
Fred,-1,541671
Scott McTominay,-1,541671
Anthony Martial,-1,541671
Marcus Rashford,-1,541671
Daniel James,-1,541671
Paul Pogba,0,541671
Juan Mata,0,541671
Mason Greenwood,0,541671
Kepa Arrizabalaga,-1,541667
Kurt Zouma,-1,541667
Fikayo Tomori,-1,541667
Antonio Rüdiger,-1,541667
Mateo Kovacic,-1,541667
N'Golo Kanté,-1,541667
Marcos Alonso,-1,541667
César Azpilicueta,-1,541667
Tammy Abraham,-1,541667
Willian,-1,541667
Mason Mount,-1,541667
Jorginho,0,541667
Reece James,0,541667
Michy Batshuayi,0,541667
Mathew Ryan,-1,541656
Shane Duffy,-1,541656
Dan Burn,-1,541656
Adam Webster,-1,541656
Dale Stephens,-1,541656
Steven Alzate,-1,541656
Bernardo,-1,541656
Ezequiel Schelotto,-1,541656
Aaron Connolly,-1,541656
Aaron Mooy,-1,541656
Pascal Gross,-1,541656
Leandro Trossard,0,541656
Yves Bissouma,0,541656
Neal Maupay,0,541656
Bernd Leno,-1,541655
David Luiz,-1,541655
Sokratis Papastathopoulos,-1,541655
Bukayo Saka,-1,541655
Ainsley Maitland-Niles,-1,541655
Mesut Özil,-1,541655
Granit Xhaka,-1,541655
Lucas Torreira,-1,541655
Alexandre Lacazette,-1,541655
Pierre-Emerick Aubameyang,-1,541655
Reiss Nelson,-1,541655
Shkodran Mustafi,0,541655
Joseph Willock,0,541655
Nicolas Pépé,0,541655
Tim Krul,-1,541661
Grant Hanley,-1,541661
Christoph Zimmermann,-1,541661
Sam Byram,-1,541661
Max Aarons,-1,541661
Kenny McLean,-1,541661
Tom Trybull,-1,541661
Alexander Tettey,-1,541661
Teemu Pukki,-1,541661
Todd Cantwell,-1,541661
Emiliano Buendía,-1,541661
Mario Vrancic,0,541661
Marco Stiepermann,0,541661
Onel Hernández,0,541661
Alex McCarthy,-1,541662
Jan Bednarek,-1,541662
Jack Stephens,-1,541662
Ryan Bertrand,-1,541662
Cédric Soares,-1,541662
Pierre-Emile Højbjerg,-1,541662
James Ward-Prowse,-1,541662
Nathan Redmond,-1,541662
Stuart Armstrong,-1,541662
Che Adams,-1,541662
Michael Obafemi,-1,541662
Oriol Romeu,0,541662
Sofiane Boufal,0,541662
Danny Ings,0,541662
Roberto,-1,541664
Angelo Ogbonna,-1,541664
Fabián Balbuena,-1,541664
Aaron Cresswell,-1,541664
Pablo Zabaleta,-1,541664
Declan Rice,-1,541664
Mark Noble,-1,541664
Pablo Fornals,-1,541664
Robert Snodgrass,-1,541664
Sébastian Haller,-1,541664
Michail Antonio,-1,541664
Manuel Lanzini,0,541664
Albian Ajeti,0,541664
Felipe Anderson,0,541664
Nick Pope,-1,541657
Ben Mee,-1,541657
James Tarkowski,-1,541657
Charlie Taylor,-1,541657
Phillip Bardsley,-1,541657
Jack Cork,-1,541657
Ashley Westwood,-1,541657
Dwight McNeil,-1,541657
Robbie Brady,-1,541657
Jay Rodriguez,-1,541657
Chris Wood,-1,541657
Kevin Long,0,541657
Jóhann Gudmundsson,0,541657
Ashley Barnes,0,541657
Ben Foster,-1,541663
Craig Cathcart,-1,541663
Christian Kabasele,-1,541663
Kiko,-1,541663
Adrian Mariappa,-1,541663
Nathaniel Chalobah,-1,541663
Will Hughes,-1,541663
Étienne Capoue,-1,541663
Troy Deeney,-1,541663
Gerard Deulofeu,-1,541663
Ismaïla Sarr,-1,541663
Craig Dawson,0,541663
Andre Gray,0,541663
Roberto Pereyra,0,541663
Martin Dubravka,-1,541660
Federico Fernández,-1,541660
Florian Lejeune,-1,541660
Fabian Schär,-1,541660
Miguel Almirón,-1,541660
Matthew Longstaff,-1,541660
Sean Longstaff,-1,541660
Jetro Willems,-1,541660
Javier Manquillo,-1,541660
Dwight Gayle,-1,541660
Joelinton,-1,541660
Emil Krafth,0,541660
DeAndre Yedlin,0,541660
Christian Atsu,0,541660
Alisson,-1,541658
Virgil van Dijk,-1,541658
Joe Gomez,-1,541658
Andy Robertson,-1,541658
Trent Alexander-Arnold,-1,541658
Jordan Henderson,-1,541658
Georginio Wijnaldum,-1,541658
Naby Keita,-1,541658
Roberto Firmino,-1,541658
Sadio Mané,-1,541658
Mohamed Salah,-1,541658
Adam Lallana,0,541658
James Milner,0,541658
Divock Origi,0,541658
Ederson,-1,541659
Fernandinho,-1,541659
Nicolás Otamendi,-1,541659
Benjamin Mendy,-1,541659
Kyle Walker,-1,541659
Kevin De Bruyne,-1,541659
Bernardo Silva,-1,541659
Rodri,-1,541659
Sergio Agüero,-1,541659
Raheem Sterling,-1,541659
Riyad Mahrez,-1,541659
Ilkay Gündogan,0,541659
Claudio Bravo,0,541659
Eric García,0,541659
Aaron Ramsdale,-1,541646
Chris Mepham,-1,541646
Steve Cook,-1,541646
Diego Rico,-1,541646
Jack Stacey,-1,541646
Dan Gosling,-1,541646
Philip Billing,-1,541646
Junior Stanislas,-1,541646
Harry Wilson,-1,541646
Joshua King,-1,541646
Dominic Solanke,-1,541646
Callum Wilson,0,541646
Ryan Fraser,0,541646
Lewis Cook,0,541646
Jordan Pickford,-1,541649
Mason Holgate,-1,541649
Michael Keane,-1,541649
Leighton Baines,-1,541649
Djibril Sidibé,-1,541649
Tom Davies,-1,541649
Gylfi Sigurdsson,-1,541649
Richarlison,-1,541649
Theo Walcott,-1,541649
Dominic Calvert-Lewin,-1,541649
Moise Kean,-1,541649
Yerry Mina,0,541649
Seamus Coleman,0,541649
Fabian Delph,0,541649
Vicente Guaita,-1,541648
Mamadou Sakho,-1,541648
James Tomkins,-1,541648
Jairo Riedewald,-1,541648
Martin Kelly,-1,541648
James McArthur,-1,541648
James McCarthy,-1,541648
Luka Milivojevic,-1,541648
Wilfried Zaha,-1,541648
Max Meyer,-1,541648
Jordan Ayew,-1,541648
Cheikhou Kouyaté,0,541648
Tom Heaton,-1,541645
Kortney Hause,-1,541645
Ezri Konsa,-1,541645
Matt Targett,-1,541645
Ahmed El Mohamady,-1,541645
Henri Lansbury,-1,541645
Conor Hourihane,-1,541645
Douglas Luiz,-1,541645
Wesley,-1,541645
Jack Grealish,-1,541645
Jota,-1,541645
Frédéric Guilbert,0,541645
Jonathan Kodjia,0,541645
Anwar El-Ghazi,0,541645
Paulo Gazzaniga,-1,541653
Toby Alderweireld,-1,541653
Jan Vertonghen,-1,541653
Juan Foyth,-1,541653
Tanguy Ndombele,-1,541653
Christian Eriksen,-1,541653
Giovani Lo Celso,-1,541653
Ryan Sessegnon,-1,541653
Serge Aurier,-1,541653
Dele Alli,-1,541653
Harry Kane,-1,541653
Lucas Moura,0,541653
Davinson Sánchez,0,541653
Erik Lamela,0,541653
Kasper Schmeichel,-1,541650
Jonny Evans,-1,541650
Wes Morgan,-1,541650
Christian Fuchs,-1,541650
James Justin,-1,541650
Nampalys Mendy,-1,541650
Hamza Choudhury,-1,541650
Marc Albrighton,-1,541650
Demarai Gray,-1,541650
Kelechi Iheanacho,-1,541650
Ayoze Pérez,-1,541650
Wilfred Ndidi,0,541650
Harvey Barnes,0,541650
James Maddison,0,541650
David de Gea,-1,541651
Harry Maguire,-1,541651
Victor Lindelöf,-1,541651
Brandon Williams,-1,541651
Ashley Young,-1,541651
Andreas Pereira,-1,541651
Nemanja Matic,-1,541651
Fred,-1,541651
Anthony Martial,-1,541651
Marcus Rashford,-1,541651
Daniel James,-1,541651
Jesse Lingard,0,541651
Luke Shaw,0,541651
Kepa Arrizabalaga,-1,541647
Kurt Zouma,-1,541647
Fikayo Tomori,-1,541647
Antonio Rüdiger,-1,541647
Mateo Kovacic,-1,541647
N'Golo Kanté,-1,541647
Emerson Palmieri,-1,541647
César Azpilicueta,-1,541647
Tammy Abraham,-1,541647
Willian,-1,541647
Mason Mount,-1,541647
Tariq Lamptey,0,541647
Callum Hudson-Odoi,0,541647
Jorginho,0,541647
Rui Patrício,-1,541654
Conor Coady,-1,541654
Max Kilman,-1,541654
Ryan Bennett,-1,541654
João Moutinho,-1,541654
Leander Dendoncker,-1,541654
Rúben Neves,-1,541654
Ruben Vinagre,-1,541654
Jonny,-1,541654
Diogo Jota,-1,541654
Pedro Neto,-1,541654
Adama Traoré,0,541654
Romain Saïss,0,541654
Raúl Jiménez,0,541654
Dean Henderson,-1,541652
John Egan,-1,541652
Jack O'Connell,-1,541652
Chris Basham,-1,541652
John Fleck,-1,541652
Muhamed Besic,-1,541652
Oliver Norwood,-1,541652
Enda Stevens,-1,541652
George Baldock,-1,541652
Callum Robinson,-1,541652
Lys Mousset,-1,541652
Oliver McBurnie,0,541652
David McGoldrick,0,541652
Billy Sharp,0,541652
Kepa Arrizabalaga,-1,541637
Kurt Zouma,-1,541637
Antonio Rüdiger,-1,541637
César Azpilicueta,-1,541637
Reece James,-1,541637
Jorginho,-1,541637
Mason Mount,-1,541637
N'Golo Kanté,-1,541637
Tammy Abraham,-1,541637
Christian Pulisic,-1,541637
Willian,-1,541637
Mateo Kovacic,0,541637
Callum Hudson-Odoi,0,541637
Tom Heaton,-1,541635
Tyrone Mings,-1,541635
Kortney Hause,-1,541635
Ezri Konsa,-1,541635
Marvelous Nakamba,-1,541635
Douglas Luiz,-1,541635
Neil Taylor,-1,541635
Frédéric Guilbert,-1,541635
Wesley,-1,541635
Jack Grealish,-1,541635
Trézéguet,-1,541635
Ørjan Nyland,0,541635
Jonathan Kodjia,0,541635
Conor Hourihane,0,541635
Kasper Schmeichel,-1,541640
Jonny Evans,-1,541640
Christian Fuchs,-1,541640
Çaglar Söyüncü,-1,541640
Wilfred Ndidi,-1,541640
James Maddison,-1,541640
Youri Tielemans,-1,541640
Ben Chilwell,-1,541640
Ricardo Pereira,-1,541640
Ayoze Pérez,-1,541640
Kelechi Iheanacho,-1,541640
Wes Morgan,0,541640
Hamza Choudhury,0,541640
Demarai Gray,0,541640
Paulo Gazzaniga,-1,541643
Jan Vertonghen,-1,541643
Toby Alderweireld,-1,541643
Ryan Sessegnon,-1,541643
Serge Aurier,-1,541643
Dele Alli,-1,541643
Christian Eriksen,-1,541643
Tanguy Ndombele,-1,541643
Harry Kane,-1,541643
Lucas Moura,-1,541643
Moussa Sissoko,-1,541643
Giovani Lo Celso,0,541643
Erik Lamela,0,541643
Rui Patrício,-1,541644
Conor Coady,-1,541644
Romain Saïss,-1,541644
Ryan Bennett,-1,541644
João Moutinho,-1,541644
Leander Dendoncker,-1,541644
Jonny,-1,541644
Matthew Doherty,-1,541644
Raúl Jiménez,-1,541644
Pedro Neto,-1,541644
Adama Traoré,-1,541644
Rúben Neves,0,541644
Ruben Vinagre,0,541644
Diogo Jota,0,541644
Jordan Pickford,-1,541639
Yerry Mina,-1,541639
Mason Holgate,-1,541639
Seamus Coleman,-1,541639
Tom Davies,-1,541639
Gylfi Sigurdsson,-1,541639
Fabian Delph,-1,541639
Lucas Digne,-1,541639
Djibril Sidibé,-1,541639
Dominic Calvert-Lewin,-1,541639
Richarlison,-1,541639
Theo Walcott,0,541639
Moise Kean,0,541639
Vicente Guaita,-1,541638
Mamadou Sakho,-1,541638
James Tomkins,-1,541638
Jairo Riedewald,-1,541638
Martin Kelly,-1,541638
James McArthur,-1,541638
James McCarthy,-1,541638
Luka Milivojevic,-1,541638
Wilfried Zaha,-1,541638
Max Meyer,-1,541638
Jordan Ayew,-1,541638
Cheikhou Kouyaté,0,541638
Brandon Pierrick,0,541638
Connor Wickham,0,541638
Aaron Ramsdale,-1,541636
Chris Mepham,-1,541636
Steve Cook,-1,541636
Diego Rico,-1,541636
Simon Francis,-1,541636
Jefferson Lerma,-1,541636
Dan Gosling,-1,541636
Lewis Cook,-1,541636
Callum Wilson,-1,541636
Dominic Solanke,-1,541636
Harry Wilson,-1,541636
Junior Stanislas,0,541636
Jack Simpson,0,541636
Ryan Fraser,0,541636
David de Gea,-1,541641
Harry Maguire,-1,541641
Victor Lindelöf,-1,541641
Luke Shaw,-1,541641
Aaron Wan-Bissaka,-1,541641
Jesse Lingard,-1,541641
Nemanja Matic,-1,541641
Fred,-1,541641
Anthony Martial,-1,541641
Marcus Rashford,-1,541641
Daniel James,-1,541641
Andreas Pereira,0,541641
Juan Mata,0,541641
Mason Greenwood,0,541641
Dean Henderson,-1,541642
John Egan,-1,541642
Jack O'Connell,-1,541642
Chris Basham,-1,541642
John Fleck,-1,541642
John Lundstram,-1,541642
Oliver Norwood,-1,541642
Enda Stevens,-1,541642
George Baldock,-1,541642
Lys Mousset,-1,541642
David McGoldrick,-1,541642
Muhamed Besic,0,541642
Oliver McBurnie,0,541642
Billy Sharp,0,541642
Lukasz Fabianski,-1,541634
Angelo Ogbonna,-1,541634
Aaron Cresswell,-1,541634
Fabián Balbuena,-1,541634
Declan Rice,-1,541634
Mark Noble,-1,541634
Arthur Masuaku,-1,541634
Pablo Zabaleta,-1,541634
Sébastian Haller,-1,541634
Manuel Lanzini,-1,541634
Felipe Anderson,-1,541634
David Martin,0,541634
Robert Snodgrass,0,541634
Pablo Fornals,0,541634
Bernd Leno,-1,541625
David Luiz,-1,541625
Sokratis Papastathopoulos,-1,541625
Sead Kolasinac,-1,541625
Ainsley Maitland-Niles,-1,541625
Mesut Özil,-1,541625
Granit Xhaka,-1,541625
Lucas Torreira,-1,541625
Alexandre Lacazette,-1,541625
Pierre-Emerick Aubameyang,-1,541625
Nicolas Pépé,-1,541625
Gabriel Martinelli,0,541625
Matteo Guendouzi,0,541625
Reiss Nelson,0,541625
Nick Pope,-1,541627
Ben Mee,-1,541627
James Tarkowski,-1,541627
Charlie Taylor,-1,541627
Matthew Lowton,-1,541627
Jack Cork,-1,541627
Ashley Westwood,-1,541627
Dwight McNeil,-1,541627
Aaron Lennon,-1,541627
Chris Wood,-1,541627
Jeff Hendrick,-1,541627
Matej Vydra,0,541627
Mathew Ryan,-1,541626
Shane Duffy,-1,541626
Lewis Dunk,-1,541626
Adam Webster,-1,541626
Dale Stephens,-1,541626
Davy Pröpper,-1,541626
Bernardo,-1,541626
Martín Montoya,-1,541626
Neal Maupay,-1,541626
Leandro Trossard,-1,541626
Alireza Jahanbakhsh,-1,541626
Glenn Murray,0,541626
Pascal Gross,0,541626
Steven Alzate,0,541626
Alex McCarthy,-1,541632
Jan Bednarek,-1,541632
Jack Stephens,-1,541632
Ryan Bertrand,-1,541632
Cédric Soares,-1,541632
Pierre-Emile Højbjerg,-1,541632
James Ward-Prowse,-1,541632
Nathan Redmond,-1,541632
Stuart Armstrong,-1,541632
Danny Ings,-1,541632
Shane Long,-1,541632
Oriol Romeu,0,541632
Moussa Djenepo,0,541632
Che Adams,0,541632
Tim Krul,-1,541631
Grant Hanley,-1,541631
Christoph Zimmermann,-1,541631
Sam Byram,-1,541631
Max Aarons,-1,541631
Kenny McLean,-1,541631
Mario Vrancic,-1,541631
Alexander Tettey,-1,541631
Adam Idah,-1,541631
Todd Cantwell,-1,541631
Emiliano Buendía,-1,541631
Jamal Lewis,0,541631
Ibrahim Amadou,0,541631
Onel Hernández,0,541631
Martin Dubravka,-1,541630
Ciaran Clark,-1,541630
Paul Dummett,-1,541630
Federico Fernández,-1,541630
Jetro Willems,-1,541630
Isaac Hayden,-1,541630
Matthew Longstaff,-1,541630
Sean Longstaff,-1,541630
Miguel Almirón,-1,541630
Joelinton,-1,541630
Dwight Gayle,-1,541630
Florian Lejeune,0,541630
Andy Carroll,0,541630
Christian Atsu,0,541630
Alisson,-1,541628
Virgil van Dijk,-1,541628
Joe Gomez,-1,541628
Andy Robertson,-1,541628
Trent Alexander-Arnold,-1,541628
Jordan Henderson,-1,541628
Georginio Wijnaldum,-1,541628
Alex Oxlade-Chamberlain,-1,541628
Roberto Firmino,-1,541628
Sadio Mané,-1,541628
Mohamed Salah,-1,541628
Adam Lallana,0,541628
Divock Origi,0,541628
Xherdan Shaqiri,0,541628
Ben Foster,-1,541633
Craig Cathcart,-1,541633
Craig Dawson,-1,541633
Adam Masina,-1,541633
Adrian Mariappa,-1,541633
Abdoulaye Doucouré,-1,541633
Étienne Capoue,-1,541633
Nathaniel Chalobah,-1,541633
Troy Deeney,-1,541633
Gerard Deulofeu,-1,541633
Ismaïla Sarr,-1,541633
Domingos Quina,0,541633
Andre Gray,0,541633
Roberto Pereyra,0,541633
Ederson,-1,541629
Fernandinho,-1,541629
John Stones,-1,541629
Benjamin Mendy,-1,541629
João Cancelo,-1,541629
Rodri,-1,541629
David Silva,-1,541629
Kevin De Bruyne,-1,541629
Sergio Agüero,-1,541629
Gabriel Jesus,-1,541629
Riyad Mahrez,-1,541629
Nicolás Otamendi,0,541629
Ilkay Gündogan,0,541629
Phil Foden,0,541629
Paulo Gazzaniga,-1,541623
Jan Vertonghen,-1,541623
Toby Alderweireld,-1,541623
Japhet Tanganga,-1,541623
Serge Aurier,-1,541623
Harry Winks,-1,541623
Dele Alli,-1,541623
Giovani Lo Celso,-1,541623
Lucas Moura,-1,541623
Son Heung-Min,-1,541623
Erik Lamela,-1,541623
Christian Eriksen,0,541623
Gedson Fernandes,0,541623
Dean Henderson,-1,541622
John Egan,-1,541622
Jack O'Connell,-1,541622
Chris Basham,-1,541622
John Fleck,-1,541622
John Lundstram,-1,541622
Oliver Norwood,-1,541622
Enda Stevens,-1,541622
George Baldock,-1,541622
Lys Mousset,-1,541622
Oliver McBurnie,-1,541622
Muhamed Besic,0,541622
Callum Robinson,0,541622
Billy Sharp,0,541622
Pepe Reina,-1,541615
Tyrone Mings,-1,541615
Kortney Hause,-1,541615
Ezri Konsa,-1,541615
Marvelous Nakamba,-1,541615
Danny Drinkwater,-1,541615
Matt Targett,-1,541615
Frédéric Guilbert,-1,541615
Anwar El-Ghazi,-1,541615
Jack Grealish,-1,541615
Trézéguet,-1,541615
Conor Hourihane,0,541615
Douglas Luiz,0,541615
Indiana Vassilev,0,541615
Vicente Guaita,-1,541618
Gary Cahill,-1,541618
James Tomkins,-1,541618
Jairo Riedewald,-1,541618
Martin Kelly,-1,541618
James McCarthy,-1,541618
Cheikhou Kouyaté,-1,541618
James McArthur,-1,541618
Wilfried Zaha,-1,541618
Jordan Ayew,-1,541618
Cenk Tosun,-1,541618
Joel Ward,0,541618
Connor Wickham,0,541618
Aaron Ramsdale,-1,541616
Nathan Aké,-1,541616
Steve Cook,-1,541616
Diego Rico,-1,541616
Adam Smith,-1,541616
Jefferson Lerma,-1,541616
Dan Gosling,-1,541616
Philip Billing,-1,541616
Callum Wilson,-1,541616
Ryan Fraser,-1,541616
Harry Wilson,-1,541616
Dominic Solanke,0,541616
Lewis Cook,0,541616
Simon Francis,0,541616
Rui Patrício,-1,541624
Conor Coady,-1,541624
Romain Saïss,-1,541624
Leander Dendoncker,-1,541624
Rúben Neves,-1,541624
João Moutinho,-1,541624
Jonny,-1,541624
Matthew Doherty,-1,541624
Raúl Jiménez,-1,541624
Adama Traoré,-1,541624
Pedro Neto,-1,541624
Max Kilman,0,541624
Jordan Pickford,-1,541619
Mason Holgate,-1,541619
Yerry Mina,-1,541619
Lucas Digne,-1,541619
Seamus Coleman,-1,541619
Fabian Delph,-1,541619
Tom Davies,-1,541619
Bernard,-1,541619
Theo Walcott,-1,541619
Dominic Calvert-Lewin,-1,541619
Moise Kean,-1,541619
Anthony Gordon,0,541619
Djibril Sidibé,0,541619
Oumar Niasse,0,541619
Kepa Arrizabalaga,-1,541617
Antonio Rüdiger,-1,541617
Andreas Christensen,-1,541617
César Azpilicueta,-1,541617
Reece James,-1,541617
Jorginho,-1,541617
Mason Mount,-1,541617
N'Golo Kanté,-1,541617
Tammy Abraham,-1,541617
Willian,-1,541617
Callum Hudson-Odoi,-1,541617
Emerson Palmieri,0,541617
Ross Barkley,0,541617
Michy Batshuayi,0,541617
Kasper Schmeichel,-1,541620
Çaglar Söyüncü,-1,541620
Jonny Evans,-1,541620
Nampalys Mendy,-1,541620
Christian Fuchs,-1,541620
Ricardo Pereira,-1,541620
James Maddison,-1,541620
Dennis Praet,-1,541620
Harvey Barnes,-1,541620
Ayoze Pérez,-1,541620
Jamie Vardy,-1,541620
Youri Tielemans,0,541620
Kelechi Iheanacho,0,541620
David de Gea,-1,541621
Harry Maguire,-1,541621
Luke Shaw,-1,541621
Victor Lindelöf,-1,541621
Nemanja Matic,-1,541621
Fred,-1,541621
Andreas Pereira,-1,541621
Brandon Williams,-1,541621
Aaron Wan-Bissaka,-1,541621
Anthony Martial,-1,541621
Daniel James,-1,541621
Diogo Dalot,0,541621
Juan Mata,0,541621
Mason Greenwood,0,541621
Mathew Ryan,-1,541609
Lewis Dunk,-1,541609
Adam Webster,-1,541609
Bernardo,-1,541609
Steven Alzate,-1,541609
Davy Pröpper,-1,541609
Dale Stephens,-1,541609
Aaron Mooy,-1,541609
Alireza Jahanbakhsh,-1,541609
Neal Maupay,-1,541609
Pascal Gross,-1,541609
Solly March,0,541609
Aaron Connolly,0,541609
Leandro Trossard,0,541609
Ben Foster,-1,541613
Craig Cathcart,-1,541613
Craig Dawson,-1,541613
Adam Masina,-1,541613
Adrian Mariappa,-1,541613
Abdoulaye Doucouré,-1,541613
Étienne Capoue,-1,541613
Nathaniel Chalobah,-1,541613
Troy Deeney,-1,541613
Gerard Deulofeu,-1,541613
Roberto Pereyra,-1,541613
Ignacio Pussetto,0,541613
Christian Kabasele,0,541613
Andre Gray,0,541613
Alex McCarthy,-1,541605
Jannik Vestergaard,-1,541605
Jack Stephens,-1,541605
Ryan Bertrand,-1,541605
Cédric Soares,-1,541605
Pierre-Emile Højbjerg,-1,541605
James Ward-Prowse,-1,541605
Nathan Redmond,-1,541605
Stuart Armstrong,-1,541605
Michael Obafemi,-1,541605
Shane Long,-1,541605
Oriol Romeu,0,541605
Che Adams,0,541605
Danny Ings,0,541605
Martin Dubravka,-1,541612
Jamaal Lascelles,-1,541612
Ciaran Clark,-1,541612
Federico Fernández,-1,541612
Matt Ritchie,-1,541612
Isaac Hayden,-1,541612
Matthew Longstaff,-1,541612
Sean Longstaff,-1,541612
Christian Atsu,-1,541612
Miguel Almirón,-1,541612
Joelinton,-1,541612
Florian Lejeune,0,541612
Emil Krafth,0,541612
Fabian Schär,0,541612
Ederson,-1,541611
Nicolás Otamendi,-1,541611
Aymeric Laporte,-1,541611
Fernandinho,-1,541611
Rodri,-1,541611
Kevin De Bruyne,-1,541611
Oleksandr Zinchenko,-1,541611
Kyle Walker,-1,541611
Gabriel Jesus,-1,541611
Raheem Sterling,-1,541611
Riyad Mahrez,-1,541611
Eric García,0,541611
Sergio Agüero,0,541611
Bernardo Silva,0,541611
Bernd Leno,-1,541606
David Luiz,-1,541606
Shkodran Mustafi,-1,541606
Bukayo Saka,-1,541606
Héctor Bellerín,-1,541606
Mesut Özil,-1,541606
Granit Xhaka,-1,541606
Lucas Torreira,-1,541606
Alexandre Lacazette,-1,541606
Gabriel Martinelli,-1,541606
Nicolas Pépé,-1,541606
Matteo Guendouzi,0,541606
Joseph Willock,0,541606
Rob Holding,0,541606
Darren Randolph,-1,541614
Angelo Ogbonna,-1,541614
Aaron Cresswell,-1,541614
Issa Diop,-1,541614
Arthur Masuaku,-1,541614
Pablo Zabaleta,-1,541614
Declan Rice,-1,541614
Mark Noble,-1,541614
Robert Snodgrass,-1,541614
Sébastian Haller,-1,541614
Manuel Lanzini,-1,541614
Michail Antonio,0,541614
Pablo Fornals,0,541614
Tim Krul,-1,541607
Grant Hanley,-1,541607
Christoph Zimmermann,-1,541607
Sam Byram,-1,541607
Max Aarons,-1,541607
Ondrej Duda,-1,541607
Kenny McLean,-1,541607
Alexander Tettey,-1,541607
Teemu Pukki,-1,541607
Todd Cantwell,-1,541607
Lukas Rupp,-1,541607
Marco Stiepermann,0,541607
Onel Hernández,0,541607
Josip Drmic,0,541607
Nick Pope,-1,541608
Ben Mee,-1,541608
James Tarkowski,-1,541608
Charlie Taylor,-1,541608
Matthew Lowton,-1,541608
Jack Cork,-1,541608
Ashley Westwood,-1,541608
Dwight McNeil,-1,541608
Jeff Hendrick,-1,541608
Jay Rodriguez,-1,541608
Chris Wood,-1,541608
Alisson,-1,541610
Virgil van Dijk,-1,541610
Joe Gomez,-1,541610
Andy Robertson,-1,541610
